Tªn Trang BÞ	ItemGenre	DetailType	ParticularType	SPR		Ngang	Däc				Level																																			Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Opt	Opt		Skill	Dßng Cuèi		
NguyÖt KhuyÕt Tham Lang Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap98.spr	28	2	2	Bé trang bÞ Thiªn NhÉn M©u cÊp NguyÖt KhuyÕt (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	7									1711	2271	1751	1791	2111	2828	702	729	2		2231	2	12
NguyÖt KhuyÕt Tham Lang LiÖt DiÔm Ph¶n ChØ	0	3	0	\spr\item\equip\ring\obj-ring89.spr	37	1	1	Bé trang bÞ Thiªn NhÉn M©u cÊp NguyÖt KhuyÕt (3)	1	99999	10	0																						36	150	39	7									1711	2351	1751	1911	2111	2191	702	729	3		1670	2	12
NguyÖt KhuyÕt Tham Lang Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle89.spr	34	1	2	Bé trang bÞ Thiªn NhÉn M©u cÊp NguyÖt KhuyÕt (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	7									1711	2311	1751	1791	2111	2191	702	729	4	1466	2791	2	12
NguyÖt KhuyÕt Tham Lang Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash89.spr	33	2	1	Bé trang bÞ Thiªn NhÉn M©u cÊp NguyÖt KhuyÕt (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	7									1711	2391	1751	1831	2111	2191	702	729	5	1448	2231	2	12
NguyÖt KhuyÕt Tham Lang Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth98.spr	23	2	3	Bé trang bÞ Thiªn NhÉn M©u cÊp NguyÖt KhuyÕt (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	7									1711	2431	1751	1871	2615	2828	702	729	6	1470	2791	2	12
NguyÖt KhuyÕt Tham Lang Th­¬ng	0	0	3	\spr\item\equip\weapon\obj-staff29.spr	12	1	4	Bé trang bÞ Thiªn NhÉn M©u cÊp NguyÖt KhuyÕt (7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	150	39	7									2717	2271	1991	2031	2111	2828	702	729	7		1670	2	12
NguyÖt KhuyÕt Tham Lang Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes98.spr	26	2	2	Bé trang bÞ Thiªn NhÉn M©u cÊp NguyÖt KhuyÕt (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	7									1711	2351	1751	1911	1951	2191	702	729	8		2231	2	12
NguyÖt KhuyÕt Tham Lang Béi	0	9	1	\spr\item\equip\waist\obj-waist89.spr	36	1	2	Bé trang bÞ Thiªn NhÉn M©u cÊp NguyÖt KhuyÕt (9)	3	99999	10	0																						36	150	39	7									1711	2311	1751	1791	2111	2191	702	729	9	1460	2231	2	12
NguyÖt KhuyÕt Tham Lang HuyÕt Thó Ph¶n ChØ	0	3	0	\spr\item\equip\ring\obj-ring89.spr	37	1	1	Bé trang bÞ Thiªn NhÉn M©u cÊp NguyÖt KhuyÕt (10)	4	99999	10	0																						36	150	39	7									1711	2391	1751	1831	2111	2191	702	729	10		1670	2	12
NguyÖt KhuyÕt LiÖt D­¬ng H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck89.spr	36	2	1	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (1)	1	99999	10	0																						36	150	39	7									1711	2431	1751	1871	2151	2191	703	730	1	1482	2231	2	12
NguyÖt KhuyÕt LiÖt D­¬ng Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap98.spr	28	2	2	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (2)	3	99999	10	0	30	360	360	31	85	85																36	150	39	7									1711	2271	1751	1791	2111	2848	703	730	2		2231	2	12
NguyÖt KhuyÕt LiÖt D­¬ng Dung Nham ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring89.spr	37	1	1	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (3)	4	99999	10	0																						36	150	39	7									1711	2351	1751	1911	2111	2191	703	730	3		1670	2	12
NguyÖt KhuyÕt LiÖt D­¬ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle89.spr	34	1	2	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (4)	0	99999	10	0	30	135	135	31	80	80																36	150	39	7									1711	2311	1751	1791	2111	2191	703	730	4		2791	2	12
NguyÖt KhuyÕt LiÖt D­¬ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash89.spr	33	2	1	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (5)	2	99999	10	0	30	160	160	31	80	80																36	150	39	7									1711	2391	1751	1831	2111	2191	703	730	5	1476	2231	2	12
NguyÖt KhuyÕt LiÖt D­¬ng Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth98.spr	23	2	3	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (6)	1	99999	10	0	30	720	720	31	90	90																36	150	39	7									1711	2431	1751	1871	2615	2848	703	730	6	1498	2791	2	12
NguyÖt KhuyÕt LiÖt D­¬ng B¶o §ao	0	0	1	\spr\item\equip\weapon\obj-blade43.spr	10	1	4	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	150	39	7									2735	2271	2511	1791	2111	2848	703	730	7		1670	2	12
NguyÖt KhuyÕt LiÖt D­¬ng Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes98.spr	26	2	2	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (8)	4	99999	10	0	30	160	160	31	80	80																36	150	39	7									1711	2351	1751	1911	1951	2191	703	730	8	1494	2231	2	12
NguyÖt KhuyÕt LiÖt D­¬ng Béi	0	9	1	\spr\item\equip\waist\obj-waist89.spr	34	1	2	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (9)	0	99999	10	0																						36	150	39	7									1711	2311	1751	1791	2111	2191	703	730	9	1488	2231	2	12
NguyÖt KhuyÕt LiÖt D­¬ng D­¬ng Viªm ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring89.spr	37	1	1	Bé trang bÞ Thiªn NhÉn §ao cÊp NguyÖt KhuyÕt (10)	2	99999	10	0																						36	150	39	7									1711	2391	1751	1831	2111	2191	703	730	10		1670	2	12
NguyÖt KhuyÕt Linh §éng Phï	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (1)	3	99999	10	0																						36	150	39	8									1711	2431	1751	1871	2151	2191	704	731	1	1510	2231	2	12
NguyÖt KhuyÕt Linh §éng Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap100.spr	28	2	2	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (2)	4	99999	10	0	30	360	360	31	85	85																36	150	39	8									1711	2271	1751	1791	2111	2693	704	731	2		2231	2	12
NguyÖt KhuyÕt Linh §éng VÜnh Sinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (3)	0	99999	10	0																						36	150	39	8									1711	2351	1751	1911	2111	2191	704	731	3		1670	2	12
NguyÖt KhuyÕt Linh §éng Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (4)	2	99999	10	0	30	135	135	31	80	80																36	150	39	8									1711	2311	1751	1791	2111	2191	704	731	4		2791	2	12
NguyÖt KhuyÕt Linh §éng Ph¸t §¸i	0	6	1	\spr\item\equip\sash\obj-sash90.spr	33	2	1	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (5)	1	99999	10	0	30	160	160	31	80	80																36	150	39	8									1711	2391	1751	1831	2111	2191	704	731	5	1504	2231	2	12
NguyÖt KhuyÕt Linh §éng §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth100.spr	24	2	3	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (6)	3	99999	10	0	30	720	720	31	90	90																36	150	39	8									1711	2431	1751	1871	2615	2693	704	731	6	1526	2791	2	12
NguyÖt KhuyÕt Linh §éng ThÇn KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword35.spr	9	1	3	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	8									2735	2271	2551	1791	2111	2693	704	731	7		1670	2	12
NguyÖt KhuyÕt Linh §éng LÝ	0	5	0	\spr\item\equip\boots\obj-shoes100.spr	26	2	2	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (8)	0	99999	10	0	30	160	160	31	80	80																36	150	39	8									1711	2351	1751	1911	1951	2191	704	731	8	1522	2231	2	12
NguyÖt KhuyÕt Linh §éng Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (9)	2	99999	10	0																						36	150	39	8									1711	2311	1751	1791	2111	2191	704	731	9	1516	2231	2	12
NguyÖt KhuyÕt Linh §éng §¹o Hµnh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Vâ §ang QuyÒn cÊp NguyÖt KhuyÕt (10)	1	99999	10	0																						36	150	39	8									1711	2391	1751	1831	2111	2191	704	731	10		1670	2	12
NguyÖt KhuyÕt ¶o ¶nh Phï	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (1)	0	99999	10	0																						36	150	39	8									1711	2431	1751	1871	2151	2191	705	732	1	1538	2231	2	12
NguyÖt KhuyÕt ¶o ¶nh Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap100.spr	28	2	2	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	8									1711	2271	1751	1791	2111	2693	705	732	2		2231	2	12
NguyÖt KhuyÕt ¶o ¶nh H»ng Cöu Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (3)	1	99999	10	0																						36	150	39	8									1711	2351	1751	1911	2111	2191	705	732	3		1670	2	12
NguyÖt KhuyÕt ¶o ¶nh Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	8									1711	2311	1751	1791	2111	2191	705	732	4	1550	2791	2	12
NguyÖt KhuyÕt ¶o ¶nh Ph¸t §¸i	0	6	0	\spr\item\equip\sash\obj-sash90.spr	32	2	1	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	8									1711	2391	1751	1831	2111	2191	705	732	5	1532	2231	2	12
NguyÖt KhuyÕt ¶o ¶nh §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth100.spr	24	2	3	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	8									1711	2431	1751	1871	2615	2693	705	732	6	1554	2791	2	12
NguyÖt KhuyÕt ¶o ¶nh ThÇn KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword35.spr	9	1	3	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	8									2716	2271	1991	2031	2111	2693	705	732	7		1670	2	12
NguyÖt KhuyÕt ¶o ¶nh LÝ	0	5	0	\spr\item\equip\boots\obj-shoes100.spr	26	2	2	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	8									1711	2351	1751	1911	1951	2191	705	732	8		2231	2	12
NguyÖt KhuyÕt ¶o ¶nh Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (9)	3	99999	10	0																						36	150	39	8									1711	2311	1751	1791	2111	2191	705	732	9	1544	2231	2	12
NguyÖt KhuyÕt ¶o ¶nh BÊt DiÖt Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Vâ §ang KiÕm cÊp NguyÖt KhuyÕt (10)	4	99999	10	0																						36	150	39	8									1711	2391	1751	1831	2111	2191	705	732	10		1670	2	12
NguyÖt KhuyÕt L¨ng Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (1)	0	99999	10	0																						36	150	39	9									1711	2431	1751	1871	2151	2191	706	733	1	1566	2231	2	12
NguyÖt KhuyÕt L¨ng Phong §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap101.spr	28	2	2	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	9									1711	2271	1751	1791	2111	2693	706	733	2		2231	2	12
NguyÖt KhuyÕt L¨ng Phong Trïng D­¬ng Giíi	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (3)	1	99999	10	0																						36	150	39	9									1711	2351	1751	1911	2111	2191	706	733	3		1670	2	12
NguyÖt KhuyÕt L¨ng Phong Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	9									1711	2311	1751	1791	2111	2191	706	733	4	1578	2791	2	12
NguyÖt KhuyÕt L¨ng Phong Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash90.spr	33	2	1	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	9									1711	2391	1751	1831	2111	2191	706	733	5	1560	2231	2	12
NguyÖt KhuyÕt L¨ng Phong §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth101.spr	24	2	3	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	9									1711	2431	1751	1871	2615	2693	706	733	6	1582	2791	2	12
NguyÖt KhuyÕt L¨ng Phong B¶o §ao	0	0	1	\spr\item\equip\weapon\obj-sword36.spr	10	1	4	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	150	39	9									2717	2271	1991	2031	2111	2693	706	733	7		1670	2	12
NguyÖt KhuyÕt L¨ng Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes101.spr	26	2	2	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	9									1711	2351	1751	1911	1951	2191	706	733	8		2231	2	12
NguyÖt KhuyÕt L¨ng Phong Béi	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (9)	3	99999	10	0																						36	150	39	9									1711	2311	1751	1791	2111	2191	706	733	9	1571	2231	2	12
NguyÖt KhuyÕt L¨ng Phong Cµn Kh«n Giíi	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ C«n L«n §ao cÊp NguyÖt KhuyÕt (10)	4	99999	10	0																						36	150	39	9									1711	2391	1751	1831	2111	2191	706	733	10		1670	2	12
NguyÖt KhuyÕt Méc Vò Phï	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (1)	3	99999	10	0																						36	150	39	9									1711	2431	1751	1871	2151	2191	707	734	1	1594	2231	2	12
NguyÖt KhuyÕt Méc Vò §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap101.spr	28	2	2	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (2)	4	99999	10	0	30	360	360	31	85	85																36	150	39	9									1711	2271	1751	1791	2111	2693	707	734	2		2231	2	12
NguyÖt KhuyÕt Méc Vò Linh Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (3)	0	99999	10	0																						36	150	39	9									1711	2351	1751	1911	2111	2191	707	734	3		1670	2	12
NguyÖt KhuyÕt Méc Vò Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (4)	2	99999	10	0	30	135	135	31	80	80																36	150	39	9									1711	2311	1751	1791	2111	2191	707	734	4		2791	2	12
NguyÖt KhuyÕt Méc Vò Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash90.spr	32	2	1	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (5)	1	99999	10	0	30	160	160	31	80	80																36	150	39	9									1711	2391	1751	1831	2111	2191	707	734	5	1588	2231	2	12
NguyÖt KhuyÕt Méc Vò §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth101.spr	24	2	3	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (6)	3	99999	10	0	30	720	720	31	90	90																36	150	39	9									1711	2431	1751	1871	2615	2693	707	734	6	1610	2791	2	12
NguyÖt KhuyÕt Méc Vò ThÇn KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword37.spr	9	1	3	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	9									2736	2271	2551	1791	2111	2693	707	734	7		1670	2	12
NguyÖt KhuyÕt Méc Vò Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes101.spr	26	2	2	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (8)	0	99999	10	0	30	160	160	31	80	80																36	150	39	9									1711	2351	1751	1911	1951	2191	707	734	8	1606	2231	2	12
NguyÖt KhuyÕt Méc Vò Béi	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (9)	2	99999	10	0																						36	150	39	9									1711	2311	1751	1791	2111	2191	707	734	9	1600	2231	2	12
NguyÖt KhuyÕt Méc Vò D­¬ng Chi ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ C«n L«n KiÕm cÊp NguyÖt KhuyÕt (10)	1	99999	10	0																						36	150	39	9									1711	2391	1751	1831	2111	2191	707	734	10		1670	2	12
NguyÖt KhuyÕt Thanh Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (1)	0	99999	10	0																						36	150	39	10									1711	2431	1751	1871	2151	2191	708	735	1	1650	2231	2	12
NguyÖt KhuyÕt Thanh Phong Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap102.spr	28	2	2	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	10									1711	2271	1751	1791	2111	2633	708	735	2		2231	2	12
NguyÖt KhuyÕt Thanh Phong §Þa Vi ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (3)	1	99999	10	0																						36	150	39	10									1711	2351	1751	1911	2111	2191	708	735	3		1670	2	12
NguyÖt KhuyÕt Thanh Phong Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	10									1711	2311	1751	1791	2111	2191	708	735	4		2791	2	12
NguyÖt KhuyÕt Thanh Phong Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash90.spr	32	2	1	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	10									1711	2391	1751	1831	2111	2191	708	735	5	1644	2231	2	12
NguyÖt KhuyÕt Thanh Phong Y	0	2	1	\spr\item\equip\armor\obj-ma-cloth102.spr	24	2	3	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	10									1711	2431	1751	1871	2615	2633	708	735	6	1666	2791	2	12
NguyÖt KhuyÕt Thanh Phong KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword38.spr	9	1	3	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	10									2735	2271	2471	1791	2111	2633	708	735	7		1670	2	12
NguyÖt KhuyÕt Thanh Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes102.spr	26	2	2	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	10									1711	2351	1751	1911	1951	2191	708	735	8	1662	2231	2	12
NguyÖt KhuyÕt Thanh Phong H­¬ng Nang	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (9)	3	99999	10	0																						36	150	39	10									1711	2311	1751	1791	2111	2191	708	735	9	1656	2231	2	12
NguyÖt KhuyÕt Thanh Phong §Þa TÝch ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Hoa S¬n KhÝ cÊp NguyÖt KhuyÕt (10)	4	99999	10	0																						36	150	39	10									1711	2391	1751	1831	2111	2191	708	735	10		1670	2	12
NguyÖt KhuyÕt DËt ¶nh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck90.spr	36	2	1	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (1)	0	99999	10	0																						36	150	39	10									1711	2431	1751	1871	2151	2191	709	736	1	1622	2231	2	12
NguyÖt KhuyÕt DËt ¶nh Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap102.spr	28	2	2	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	10									1711	2271	1751	1791	2111	2633	709	736	2		2231	2	12
NguyÖt KhuyÕt DËt ¶nh Thiªn ThÇn ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (3)	1	99999	10	0																						36	150	39	10									1711	2351	1751	1911	2111	2191	709	736	3		1670	2	12
NguyÖt KhuyÕt DËt ¶nh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle90.spr	34	1	2	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	10									1711	2311	1751	1791	2111	2191	709	736	4	1634	2791	2	12
NguyÖt KhuyÕt DËt ¶nh Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash90.spr	32	2	1	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (5)	4	99999	10	0	30	160	160	31	80	80																36	150	39	10									1711	2391	1751	1831	2111	2191	709	736	5	1616	2231	2	12
NguyÖt KhuyÕt DËt ¶nh Y	0	2	1	\spr\item\equip\armor\obj-ma-cloth102.spr	24	2	3	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (6)	0	99999	10	0	30	720	720	31	90	90																36	150	39	10									1711	2431	1751	1871	2615	2633	709	736	6	1638	2791	2	12
NguyÖt KhuyÕt DËt ¶nh KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword38.spr	9	1	3	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	10									2715	2271	1991	1791	2111	2633	709	736	7		1670	2	12
NguyÖt KhuyÕt DËt ¶nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes102.spr	26	2	2	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (8)	1	99999	10	0	30	160	160	31	80	80																36	150	39	10									1711	2351	1751	1911	1951	2191	709	736	8		2231	2	12
NguyÖt KhuyÕt DËt ¶nh H­¬ng Nang	0	9	1	\spr\item\equip\waist\obj-waist90.spr	36	1	2	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (9)	3	99999	10	0																						36	150	39	10									1711	2311	1751	1791	2111	2191	709	736	9	1628	2231	2	12
NguyÖt KhuyÕt DËt ¶nh Thiªn C¬ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring90.spr	37	1	1	Bé trang bÞ Hoa S¬n KiÕm cÊp NguyÖt KhuyÕt (10)	4	99999	1	0																						36	150	39	10									1711	2391	1751	1831	2111	2191	709	736	10		1670	2	12
NguyÖt KhuyÕt Vò Huy H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck110.spr	36	2	1	Bé trang bÞ Vò Hån ThuÉn Ph¸p cÊp NguyÖt KhuyÕt (1)	0	99999	10	0																						36	150	39	11									1711	2431	1751	1871	2151	2191	710	737	1	3875	2231	2	12
NguyÖt KhuyÕt Vò Huy Ph¸t §íi	0	7	5	\spr\item\equip\cap\obj-ma-cap121.spr	28	2	2	Bé trang bÞ Vò Hån ThuÉn Ph¸p cÊp NguyÖt KhuyÕt (2)	2	99999	10	0	30	360	360	31	85	85																36	150	39	11									1711	2271	1751	1791	2111	2673	710	737	2		2231	2	12
NguyÖt KhuyÕt Vò Huy Ngù Qu©n ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring110.spr	37	1	1	Bé trang bÞ Vò Hån ThuÉn Ph¸p cÊp NguyÖt KhuyÕt (3)	1	99999	10	0																						36	150	39	11									1711	2351	1751	1911	2111	2191	710	737	3		1670	2	12
NguyÖt KhuyÕt Vò Huy Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle110.spr	34	1	2	Bé trang bÞ Vò Hån ThuÉn Ph¸p cÊp NguyÖt KhuyÕt (4)	3	99999	10	0	30	135	135	31	80	80																36	150	39	11									1711	2311	1751	1791	2111	2191	710	737	4	3893	2791	2	12
